"AGE";"EDUC";"EMPSTA";"FREQ";"MUN_DENSITY_LEVEL";"PCS_ESE";"QUANTILE_NIVVIE";"SEX";"TICM_MEASURE";"OBS_STATUS";"TIME_PERIOD";"OBS_VALUE"
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"EQUIP_ORDI";"L";2009;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2009;
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2009;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2009;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_ORDI";"L";2010;
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_LISEUSE";"L";2010;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_ORDI";"L";2009;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_ORDI";"L";2011;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_LISEUSE";"L";2011;
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2010;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2011;
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2010;
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2012;95.8
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2011;42.8
"Y15T44";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2011;76.3
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2010;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"HAUT_DEBIT";"A";2010;69.9
"_T";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2010;64.4
"_T";"_T";"_T";"A";"NON_PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_ORDI";"L";2013;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_X_OUTILS_NUM";"L";2012;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2012;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_TAB";"L";2012;
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"HAUT_DEBIT";"A";2012;84.2
"Y15T44";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2012;
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"EQUIP_INT";"A";2013;97.8
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2012;
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2012;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_ORDI";"L";2013;
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2013;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2025;94.7
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"HAUT_DEBIT";"A";2024;92.5
"Y_GE75";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"A";2025;49
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_SMARTPHONE";"A";2025;82.6
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"A";2025;0.8
"Y_GE75";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2024;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2025;98.3
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2024;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2024;
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"EQUIP_X_OUTILS_NUM";"A";2025;10.2
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_X_OUTILS_NUM";"A";2025;15.6
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2017;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_TAB";"L";2017;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_INT";"A";2017;95.5
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2016;59.4
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"EQUIP_SMARTPHONE";"L";2017;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2017;40.4
"Y45T59";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2017;90.5
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_LISEUSE";"L";2017;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2018;97.6
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_TAB";"L";2017;
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2018;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_LISEUSE";"L";2021;
"_T";"_T";"_T";"A";"DENSE_URBAN";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2021;
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_INT";"A";2021;96
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2020;
"Y45T59";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2020;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_X_OUTILS_NUM";"L";2020;
"Y15T44";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2020;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2020;
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"EQUIP_LISEUSE";"L";2020;
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2021;81.9
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_LISEUSE";"L";2021;
"Y15T44";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2024;
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_ORDI";"L";2023;
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"EQUIP_ORDI";"L";2024;
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2024;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_LISEUSE";"L";2023;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2023;
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_SMARTPHONE";"L";2023;
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2023;
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_LISEUSE";"L";2024;
"_T";"_T";"_T";"A";"PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_ORDI";"L";2024;
"Y15T44";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2023;95.2
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"EQUIP_SMARTPHONE";"L";2014;
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2013;59.1
"_T";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2014;
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2014;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_LISEUSE";"L";2014;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2014;37.1
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_ORDI";"L";2014;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2014;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2014;87.3
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2014;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"F";"HAUT_DEBIT";"A";2014;45.7
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2015;
"Y45T59";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2016;
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2016;92.1
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_ORDI";"L";2015;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2015;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2015;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2015;
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2015;
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2015;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2015;30.2
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2015;
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"EQUIP_TAB";"L";2022;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2021;
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_SMARTPHONE";"L";2021;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2022;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"HAUT_DEBIT";"A";2021;84.6
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2021;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_SMARTPHONE";"L";2022;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2022;
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2022;
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2021;
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"EQUIP_SMARTPHONE";"L";2021;
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_ORDI";"L";2018;
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2019;
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"EQUIP_X_OUTILS_NUM";"L";2018;
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_TAB";"L";2018;
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2019;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2019;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_LISEUSE";"L";2019;
"_T";"_T";"_T";"A";"DENSE_URBAN";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2019;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_INT";"A";2019;89.1
"_T";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_LISEUSE";"L";2019;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2018;
"Y_GE75";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2009;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_LISEUSE";"L";2010;
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2010;
"Y15T44";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2009;
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2009;
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_LISEUSE";"L";2010;
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2009;62.4
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_INT";"A";2009;73.3
"Y45T59";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2009;
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2009;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_TAB";"L";2009;
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_INT";"A";2025;96.1
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"A";2025;7.1
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2024;95.6
"_T";"_T";"1";"A";"_T";"4";"_T";"_T";"EQUIP_TAB";"A";2025;47.6
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2024;
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"EQUIP_INT";"A";2025;94.1
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2025;98.1
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_TAB";"L";2024;
"_T";"_T";"1";"A";"_T";"1T2";"_T";"_T";"EQUIP_X_OUTILS_NUM";"A";2025;1.8
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"EQUIP_LISEUSE";"A";2025;20.9
"Y_GE60";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2024;
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2011;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_LISEUSE";"L";2011;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_TAB";"L";2011;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2011;69.8
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"HAUT_DEBIT";"L";2011;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_SMARTPHONE";"L";2011;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2011;89.5
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"HAUT_DEBIT";"L";2011;
"Y15T44";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2010;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"HAUT_DEBIT";"A";2010;84.2
"_T";"_T";"_T";"A";"DENSE_URBAN";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2011;
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2017;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2017;
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2018;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2017;90.7
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2018;
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2017;
"Y_GE75";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2017;
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2016;
"Y_GE75";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2018;
"Y15T44";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2018;
"Y45T59";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2016;83.5
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2013;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_LISEUSE";"L";2013;
"_T";"_T";"_T";"A";"DENSE_URBAN";"_T";"_T";"_T";"HAUT_DEBIT";"L";2012;
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2012;
"Y45T59";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2013;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2013;92.4
"Y_GE60";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2013;
"_T";"_T";"_T";"A";"_T";"_T";"Q4";"_T";"EQUIP_INT";"L";2012;
"_T";"_T";"1";"A";"_T";"5";"_T";"_T";"EQUIP_TAB";"L";2012;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"HAUT_DEBIT";"A";2012;82.8
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_INT";"A";2013;87.6
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2022;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2021;
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2022;
"_T";"_T";"1";"A";"_T";"4";"_T";"_T";"EQUIP_ORDI";"L";2022;
"Y15T44";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2021;
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2022;
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2022;
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"EQUIP_SMARTPHONE";"L";2022;
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"EQUIP_SMARTPHONE";"L";2022;
"Y15T44";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2021;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2022;
"_T";"_T";"_T";"A";"PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_INT";"L";2021;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"HAUT_DEBIT";"A";2019;79.6
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2020;
"Y60T74";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2021;
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2021;
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2021;
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"L";2020;
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"EQUIP_INT";"L";2020;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_ORDI";"L";2020;
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"HAUT_DEBIT";"L";2019;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2020;
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_INT";"L";2023;
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_ORDI";"L";2024;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2023;
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_ORDI";"L";2023;
"Y45T59";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2023;87.6
"_T";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2023;
"Y_GE75";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2023;
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_LISEUSE";"L";2024;
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2023;
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2023;
"_T";"_T";"1";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2024;
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"EQUIP_X_OUTILS_NUM";"L";2018;
"Y_GE60";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_ORDI";"L";2019;
"_T";"_T";"_T";"A";"NON_PERI_URBAN_RURAL";"_T";"_T";"_T";"HAUT_DEBIT";"L";2018;
"Y45T59";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2019;80.6
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2019;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_SMARTPHONE";"L";2019;
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"EQUIP_ORDI";"L";2018;
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2019;
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2019;97.7
"_T";"_T";"_T";"A";"_T";"_T";"_T";"F";"HAUT_DEBIT";"A";2018;78.9
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2018;
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2015;
"_T";"_T";"_T";"A";"_T";"_T";"Q2";"_T";"EQUIP_INT";"L";2016;
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"EQUIP_INT";"L";2016;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2015;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_SMARTPHONE";"L";2016;
"_T";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2016;
"_T";"_T";"_T";"A";"NON_PERI_URBAN_RURAL";"_T";"_T";"_T";"HAUT_DEBIT";"L";2015;
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"EQUIP_TAB";"L";2016;
"_T";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2016;
"Y45T59";"4T8";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2016;96.8
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_X_OUTILS_NUM";"L";2016;
"_T";"_T";"_T";"A";"INT_URBAN";"_T";"_T";"_T";"HAUT_DEBIT";"L";2014;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_LISEUSE";"L";2014;
"Y_GE60";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2014;
"Y_GE60";"0T1";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_TAB";"L";2014;
"Y15T44";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"L";2014;
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2013;
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"EQUIP_INT";"L";2014;
"Y15T44";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"HAUT_DEBIT";"A";2013;93
"Y30T44";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2014;
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"EQUIP_ORDI";"L";2014;
"_T";"_T";"_T";"A";"_T";"_T";"Q1";"_T";"EQUIP_INT";"L";2015;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_INT";"A";2010;89.6
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_ORDI";"L";2009;
"_T";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"L";2009;
"_T";"_T";"_T";"A";"NON_PERI_URBAN_RURAL";"_T";"_T";"_T";"EQUIP_ORDI";"L";2009;
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"EQUIP_TAB";"L";2009;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"M";"EQUIP_LISEUSE";"L";2009;
"Y15T29";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_X_OUTILS_NUM";"L";2009;
"Y45T59";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2009;73.4
"_T";"_T";"_T";"A";"_T";"_T";"Q3";"_T";"HAUT_DEBIT";"L";2009;
"Y15T44";"_T";"_T";"A";"_T";"_T";"_T";"F";"EQUIP_INT";"A";2009;83
"Y_GE75";"_T";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_INT";"A";2010;10.3
"_T";"_T";"1";"A";"_T";"6";"_T";"_T";"EQUIP_LISEUSE";"A";2025;5
"Y45T59";"2_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_LISEUSE";"A";2025;4.5
"_T";"_T";"1";"A";"_T";"3";"_T";"_T";"EQUIP_TAB";"A";2025;53.1
"Y45T59";"3_X_353";"_T";"A";"_T";"_T";"_T";"_T";"EQUIP_SMARTPHONE";"A";2025;91.5
