"AGE";"EP_MEASURE";"FREQ";"GEO";"GEO_OBJECT";"SEASONAL_ADJUST";"SEX";"UNIT_MEASURE";"DECIMALS";"OBS_STATUS";"OBS_STATUS_FR";"UNIT_MULT";"TIME_PERIOD";"OBS_VALUE"
"_T";"AVERAGE_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2020;67569471
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";2003;3.4
"_T";"EVO_MIGRAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1988;57000
"_T";"STAT_ADJUST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1973;0
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2018;123185
"_T";"AVERAGE_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1978;53376320
"_T";"AVERAGE_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1992;57239847
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1916;-313000
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2019;114621
"Y20T59";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2004;33683368
"Y_LT20";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2013;7859121
"Y_LT15";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1999;11521697
"Y_LT15";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2017;5974351
"Y15T49";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";2000;14833161
"Y20T59";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1998;16027374
"Y_LT15";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2021;11960938
"Y_GE60";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2002;7230084
"Y_LT15";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2006;5719819
"Y15T49";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2020;14447798
"Y_GE75";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2004;3092386
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1952;10323678
"Y_LT20";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2015;7645022
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2019;13976076
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1963;10774392
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2009;3459967
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1990;2521030
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1951;10357210
"Y_GE60";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2017;9289337
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1989;2474951
"Y_LT20";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1997;7354803
"Y20T59";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";2002;16459685
"Y_LT20";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2020;7909522
"Y20T59";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1995;15903754
"Y_LT15";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";2021;6117352
"Y_LT15";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2020;12031692
"Y_LT15";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2020;5878818
"Y_GE60";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1998;7020612
"Y15T49";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2014;14670520
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2014;32791541
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1992;11431631
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1946;8592117
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1981;28299333
"Y_LT20";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1973;16901866
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1969;2320053
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2016;32562257
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2004;32760470
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1972;2456660
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2014;5892998
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1953;247713
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1914;-17000
"Y_GE60";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2000;12340282
"_T";"STAT_ADJUST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2004;94456
"Y15T49";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1996;30132018
"_T";"AVERAGE_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2020;65387184
"_T";"EVO_MIGRAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1946;25000
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2005;246822
"Y_GE60";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1961;4688490
"Y_GE60";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2018;9430507
"Y_LT20";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1992;7558307
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2021;16388021
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1993;14419374
"Y_GE60";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1969;5363700
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1949;959369
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1997;2519611
"Y15T49";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";2007;14818289
"Y15T49";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";2019;14299379
"Y15T49";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2002;14917748
"Y_LT15";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2003;11669451
"Y_GE60";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1997;6966961
"Y_LT20";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2021;16119295
"Y_LT15";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1999;5627034
"Y20T59";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1998;16160109
"Y_GE60";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";2008;5951132
"Y20T59";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2007;17302422
"Y_GE75";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2014;5994167
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1944;-37000
"_T";"EVO_MIGRAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1978;19361
"_T";"AVERAGE_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1955;43427670
"Y_GE75";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1995;3581925
"Y_GE75";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2004;4838447
"_T";"EVO_MIGRAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1996;35000
"Y15T49";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2015;29078883
"_T";"EVO_MIGRAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2016;87964
"_T";"AVERAGE_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1994;57658772
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1953;11505205
"Y_GE60";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1989;6233134
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1968;1552977
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1978;1952958
"Y_GE60";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1974;5659930
"Y_LT20";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1982;7972223
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2020;16356720
"Y_GE60";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1956;4344862
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1966;11761322
"Y_LT20";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";2020;8303784
"Y_LT15";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1995;5742623
"Y_GE75";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2013;3693165
"Y_LT20";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1994;7692827
"Y_GE60";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2010;8287144
"Y_LT20";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2010;7819649
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1963;21233714
"_T";"AVERAGE_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1946;40286742
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1936;-11500
"Y_GE60";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2011;14975022
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1923;95562
"_T";"AVERAGE_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1969;50317977
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1999;207130
"Y_GE60";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1995;11764362
"_T";"EVO_MIGRAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1965;110000
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1969;268910
"Y20T59";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2013;33830977
"Y_GE60";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2013;8638896
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2010;16707443
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1989;5573518
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1970;12233857
"Y_LT20";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1988;7742115
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";2003;14354126
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1986;13865504
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2012;14239197
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1946;11347191
"_T";"EVO_NAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1976;182013
"_T";"STAT_ADJUST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1988;0
"_T";"AVERAGE_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2019;67349916
"_T";"EVO_NAT_POP_RT";"A";"F";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";2009;4.3
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1968;5.6
"_T";"STAT_ADJUST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1953;0
"_T";"EVO_NAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2010;281581
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1999;3.5
"_T";"STAT_ADJUST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1998;-51407
"_T";"AVERAGE_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2015;66512557
"Y_LT15";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";2013;6236644
"Y15T49";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";2001;14786076
"Y_GE75";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";2005;1807587
"Y_LT15";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";2012;6201401
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1953;20449283
"Y_LT20";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2006;15887753
"Y20T59";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";2020;16432554
"Y_GE75";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";2006;1872331
"Y_LT15";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2001;5665561
"Y_GE75";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2015;3764300
"Y20T59";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1998;32187483
"Y_GE60";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2021;18117175
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1903;89932
"_T";"EVO_MIGRAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1956;170000
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1993;179347
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1958;311619
"Y15T49";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2010;29509546
"_T";"EVO_MIGRAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1957;220000
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1972;327606
"Y_GE60";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"R";"D";"0";2022;18385640
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2003;5466500
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2010;3515694
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1967;11600180
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1955;11512727
"Y_GE60";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1947;3851463
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1978;13567668
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1963;6080996
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2021;13950953
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1982;5832972
"Y_GE60";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2009;7964301
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1966;11831678
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"M";"NR";"0";"R";"D";"0";2022;16101917
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1947;517266
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1969;6401323
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";2015;14003304
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1972;12790659
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1990;1317388
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1997;15573867
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1982;1085552
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1946;4341199
"Y_GE60";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1994;6762786
"Y_LT15";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";2019;6187898
"Y20T59";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2008;17289022
"Y_LT20";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2001;7650618
"Y_GE60";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2004;7366269
"Y_LT15";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2002;5680189
"Y_LT20";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1995;7648800
"Y_GE60";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";2013;6827803
"Y_LT15";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1993;6058323
"Y_LT20";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1996;7637483
"Y_GE60";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1984;5819665
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2018;5690900
"Y_LT20";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2018;7620817
"Y_GE60";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1954;4222150
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1985;14510588
"Y_LT20";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1993;7488064
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2020;3798223
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1999;14493094
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1990;5562809
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1951;4734390
"_T";"AVERAGE_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1964;48310415
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1998;204075
"_T";"STAT_ADJUST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1995;-54567
"_T";"AVERAGE_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1968;49915404
"_T";"AVERAGE_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1996;58025989
"Y_GE60";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2020;17864095
"_T";"STAT_ADJUST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1972;0
"Y20T59";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2002;33190355
"_T";"AVERAGE_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1961;46162828
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1989;28241676
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1965;23585181
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1964;12438752
"Y_LT20";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2003;15116574
"Y_LT20";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1988;15852690
"Y_LT20";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1962;15381758
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1970;2355739
"Y_GE60";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1949;6716159
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1995;3535519
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1990;30093767
"Y15T49";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1996;15084987
"Y_LT20";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";2012;8208786
"Y20T59";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2019;16963454
"Y20T59";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2015;17119843
"Y20T59";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2014;17161730
"Y_LT15";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1996;5971750
"Y_LT15";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"P";"PROV";"0";2025;5846525
"_T";"EVO_NAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2011;278337
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1934;1.1
"_T";"EVO_NAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1965;351941
"_T";"STAT_ADJUST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1990;-52344
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1920;4.1
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";2018;1.9
"_T";"EVO_NAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1992;244941
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1908;1.6
"_T";"EVO_NAT_POP_RT";"A";"F";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1988;4.6
