"AGE";"EP_MEASURE";"FREQ";"GEO";"GEO_OBJECT";"SEASONAL_ADJUST";"SEX";"UNIT_MEASURE";"DECIMALS";"OBS_STATUS";"OBS_STATUS_FR";"UNIT_MULT";"TIME_PERIOD";"OBS_VALUE"
"_T";"STAT_ADJUST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1956;0
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1984;13333803
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1983;13218159
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1965;21858205
"_T";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"P";"PROV";"0";2025;66578547
"Y_LT20";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"P";"PROV";"0";2024;15117177
"_T";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1972;51485953
"_T";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1969;50107735
"_T";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1968;49723072
"_T";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1967;49373537
"Y_LT20";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1992;15473515
"Y_LT20";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1990;15719647
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1951;6.2
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";2013;3.5
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";2004;4.2
"_T";"EVO_NAT_POP_RT";"A";"F";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1998;3.7
"_T";"EVO_NAT_POP_RT";"A";"F";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1997;3.7
"_T";"EVO_NAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1958;336492
"_T";"EVO_MIGRAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1994;51301
"_T";"EVO_NAT_POP_RT";"A";"F";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";2002;4
"_T";"EVO_NAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2022;50875
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";2005;4.1
"_T";"EVO_NAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1968;310576
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1982;4.6
"_T";"EVO_NAT_POP_RT";"A";"F";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1985;4.2
"_T";"EVO_MIGRAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1988;66456
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1929;-0.2
"_T";"EVO_MIGRAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2011;29504
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";2001;4.1
"_T";"EVO_MIGRAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2016;65044
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1958;6.9
"_T";"AVERAGE_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2018;64970403
"_T";"AVERAGE_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1959;45239730
"Y_GE60";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2005;12979724
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1970;308104
"_T";"AVERAGE_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2003;60303631
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1927;68293
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";2015;2.8
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1994;3.3
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1983;3.5
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1987;4.4
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";2021;0.9
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1992;3.9
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1943;-0.3
"_T";"EVO_NAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1980;271097
"_T";"AVERAGE_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1995;59383995
"_T";"AVERAGE_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2004;62490800
"_T";"STAT_ADJUST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2004;94456
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1932;1.5
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1991;4.1
"_T";"EVO_NAT_POP_RT";"A";"F";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";2003;3.7
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1984;3.9
"_T";"EVO_NAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1977;226150
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1969;5.3
"_T";"EVO_NAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1981;268576
"_T";"EVO_MIGRAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2015;40238
"Y_GE60";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2014;15647709
"Y_GE60";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1980;9157647
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1957;10019223
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1973;12186525
"Y_GE60";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1988;10428283
"Y_LT20";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1970;16748261
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1982;26619111
"Y_LT20";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1976;16809211
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2004;11215747
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2001;5445453
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1958;11593416
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2015;5764996
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1960;11607494
"_T";"EVO_NAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1978;206275
"_T";"EVO_NAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2006;302432
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1907;0
"_T";"EVO_NAT_POP_RT";"A";"F";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";2014;4
"_T";"EVO_NAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2005;268741
"_T";"STAT_ADJUST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2013;0
"_T";"EVO_NAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1998;224497
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1997;3.4
"_T";"EVO_MIGRAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1983;53029
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1901;2.2
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1946;20544896
"Y_GE60";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1992;6594452
"Y_GE75";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1993;1234416
"Y_GE60";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2020;9970629
"Y_LT20";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";2021;8257153
"Y15T49";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"P";"PROV";"0";2024;14557330
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2008;14455332
"Y_LT20";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1994;7414719
"Y_GE60";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2004;7241199
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1972;12589332
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2019;16389592
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1984;2237467
"Y_LT20";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1965;8090887
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1987;13717300
"Y_GE60";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1979;5488504
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1966;6123958
"_T";"STAT_ADJUST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1996;-53902
"_T";"EVO_NAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1975;206168
"_T";"EVO_NAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1960;325911
"_T";"EVO_NAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1997;218117
"_T";"EVO_NAT_POP_RT";"A";"F";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";2015;3.1
"_T";"EVO_MIGRAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2008;56812
"_T";"AVERAGE_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"R";"D";"0";2017;66883321
"_T";"AVERAGE_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2010;64773170
"_T";"EVO_NAT_POP_RT";"A";"F";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1995;3.7
"_T";"STAT_ADJUST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2002;94456
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1917;-7.6
"_T";"STAT_ADJUST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1985;0
"_T";"EVO_MIGRAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2014;32324
"_T";"STAT_ADJUST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1948;0
"_T";"AVERAGE_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2014;66276671
"_T";"AVERAGE_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1998;60011006
"_T";"AVERAGE_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2007;63781275
"_T";"STAT_ADJUST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2012;0
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1962;6.2
"_T";"AVERAGE_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1982;55739042
"_T";"EVO_MIGRAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1983;56000
"_T";"STAT_ADJUST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1966;-40000
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1951;260893
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1990;236206
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1985;215935
"_T";"AVERAGE_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"R";"D";"0";2021;65675734
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1973;298404
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1978;190146
"Y_LT20";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1946;5866225
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1979;13787955
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2021;3804724
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1996;5492862
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1987;5658771
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1983;13581331
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1958;5607844
"Y_GE60";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1968;5296758
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1973;12706558
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2011;16663204
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2003;2978569
"Y_LT20";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1955;6559882
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1980;13996999
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1984;5784287
"Y_GE60";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1967;5227737
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1954;1095718
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2000;2741883
"Y_LT20";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1968;8232221
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1925;1.5
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1955;6.5
"_T";"EVO_NAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2004;279891
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1975;3.5
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1906;1
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";2008;4.3
"_T";"STAT_ADJUST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1999;94455
"_T";"AVERAGE_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2006;63393404
"_T";"EVO_MIGRAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2001;87000
"_T";"EVO_NAT_POP_RT";"A";"F";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";2016;2.9
"Y_GE60";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2017;16574478
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1965;2171377
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1971;25002332
"Y_LT20";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1952;12853992
"Y_LT20";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1978;16612734
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1965;12481761
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2019;11576971
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2016;11738125
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1991;3784960
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1960;10012716
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1918;-10.2
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";2002;3.8
"_T";"EVO_NAT_POP_RT";"A";"F";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1984;4.2
"_T";"EVO_MIGRAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2005;92192
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";2000;4.1
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1923;2.4
"_T";"EVO_NAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1987;260401
"_T";"EVO_NAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1988;268033
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1913;1.4
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1973;5.7
"_T";"AVERAGE_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1960;45684227
"_T";"STAT_ADJUST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1997;-53505
"_T";"AVERAGE_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1970;50772227
"_T";"EVO_MIGRAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1970;179911
"_T";"STAT_ADJUST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1978;0
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1934;43805
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1974;248667
"_T";"EVO_NAT_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1911;-20147
"Y_GE75";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2013;5914742
"_T";"AVERAGE_POP";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2011;63223158
"Y_GE75";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2010;3567031
"Y_GE60";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1998;5091257
"Y_LT20";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"R";"D";"0";2022;7823556
"Y_GE60";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2021;10101889
"Y_GE60";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2007;7740586
"Y15T49";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2004;14950515
"Y_GE75";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2020;3871696
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1960;20225443
"Y15T49";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1993;14821775
"Y20T59";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2003;16894088
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2019;3767340
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1948;11393025
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1954;5033762
"Y_GE60";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1970;5419798
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1988;13861740
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1961;10239611
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";1960;10212727
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1972;12510866
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2014;16591564
"Y_LT15";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1950;9379834
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1970;24670294
"Y_LT20";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2016;15645526
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1990;28459661
"Y20T59";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2001;31962065
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1979;26022964
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2003;4647804
"Y_GE60";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1973;9462802
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2010;5576099
"Y_GE75";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1996;3702692
"Y_LT20";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";2014;8335925
"Y20T59";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1995;15962066
"Y_LT15";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1994;11809628
"Y15T49";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";1999;14933978
"Y_GE60";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"F";"NR";"0";"A";"D";"0";2014;8982216
"Y20T59";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";2021;16494647
"Y_LT20";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2001;15651059
"Y_LT15";"POP_JAN_1ST";"A";"F";"FRANCE";"N";"M";"NR";"0";"A";"D";"0";2010;6139796
"Y15T49";"POP_JAN_1ST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1961;20259673
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1927;1.6
"_T";"EVO_NAT_POP_RT";"A";"FM";"FRANCE";"N";"_T";"PM";"1";"A";"D";"0";1967;6
"_T";"EVO_NAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1986;250805
"_T";"STAT_ADJUST";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2009;0
"_T";"STAT_ADJUST";"A";"FM";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";1951;0
"_T";"EVO_NAT_POP";"A";"F";"FRANCE";"N";"_T";"NR";"0";"A";"D";"0";2020;66274
